"id_compra","fecha_compra","orden_compra","factura_distribuidor","lote_compra","codigo_distribuidor","codigo_producto","cantidad_cajas","unidades_por_caja","cantidad_unidades","precio_lista_unitario","descuento_distribuidor","valor_descuento","costo_unitario_neto","total_compra_neto","codigo_sucursal_entrega","estado_compra","condicion_pago","observacion"
380,"2026-08-08","OC-2026-0380","F-D003-202608-4908","L202608-450-0380","D008","P005",27,24,648,"1100.00","11.00","121.00","979.00","634392.00","CENTRO","Recibido","30 días crédito","Entrega coordinada fuera de horario regular"
381,"2026-07-19","OC-2026-0381","F-D005-202607-8661","L202607-366-0381","D005","P016",31,30,930,"4000.00","10.00","400.00","3600.00","3348000.00","SUR","Recibido","30 días crédito",NULL
382,"2026-10-07","OC-2026-0382","F-D001-202610-7863","L202610-947-0382","D004","P008",50,60,3000,"650.00","12.00","78.00","572.00","1716000.00","NORTE","Recibido","45 días crédito",NULL
383,"2026-04-26","OC-2026-0383","F-D007-202604-9889","L202604-241-0383","D007","P010",25,50,1250,"2100.00","7.00","147.00","1953.00","2441250.00","CENTRO","Recibido","15 días crédito",NULL
384,"2026-11-28","OC-2026-0384","F-D008-202611-2095","L202611-111-0384","D008","P014",19,50,950,"2300.00","13.00","299.00","2001.00","1900950.00","CENTRO","Recibido","30 días crédito",NULL
385,"2026-04-01","OC-2026-0385","F-D007-202604-5618","L202604-300-0385","D003","P020",57,24,1368,"650.00","7.00","45.50","604.50","826956.00","SUR","Recibido","Contado contra entrega","Entrega coordinada fuera de horario regular"
386,"2026-05-16","OC-2026-0386","F-D003-202605-3560","L202605-606-0386","D003","P016",10,24,240,"4000.00","6.00","240.00","3760.00","902400.00","NORTE","Recibido","Contado contra entrega",NULL
387,"2026-01-18","OC-2026-0387","F-D005-202601-7038","L202601-792-0387","D008","P006",20,10,200,"3200.00","11.00","352.00","2848.00","569600.00","VALLE","Recibido","30 días crédito",NULL
388,"2026-07-18","OC-2026-0388","F-D005-202607-8190","L202607-364-0388","D002","P006",42,50,2100,"3200.00","9.00","288.00","2912.00","6115200.00","CENTRO","Recibido","15 días crédito",NULL
389,"2026-01-20","OC-2026-0389","F-D003-202601-0443","L202601-613-0389","D002","P006",16,20,320,"3200.00","9.00","288.00","2912.00","931840.00","CENTRO","Recibido","15 días crédito",NULL
390,"2026-06-22","OC-2026-0390","F-D007-202606-4669","L202606-515-0390","D008","P008",47,24,1128,"650.00","13.00","84.50","565.50","637884.00","VALLE","Recibido","30 días crédito",NULL
391,"2026-06-11","OC-2026-0391","F-D002-202606-4954","L202606-490-0391","D002","P011",50,60,3000,"2100.00","6.00","126.00","1974.00","5922000.00","NORTE","Recibido","15 días crédito",NULL
392,"2026-05-22","OC-2026-0392","F-D006-202605-2791","L202605-754-0392","D001","P006",43,60,2580,"3200.00","8.00","256.00","2944.00","7595520.00","NORTE","Recibido","30 días crédito",NULL
393,"2026-08-12","OC-2026-0393","F-D008-202608-5940","L202608-865-0393","D007","P011",3,20,60,"2100.00","10.00","210.00","1890.00","113400.00","NORTE","Recibido","15 días crédito",NULL
394,"2026-01-01","OC-2026-0394","F-D008-202601-6143","L202601-494-0394","D001","P007",33,30,990,"2800.00","10.00","280.00","2520.00","2494800.00","SUR","Recibido","30 días crédito",NULL
395,"2026-10-27","OC-2026-0395","F-D005-202610-3190","L202610-352-0395","D004","P005",34,60,2040,"1100.00","13.00","143.00","957.00","1952280.00","CENTRO","Recibido","45 días crédito",NULL
396,"2026-06-15","OC-2026-0396","F-D008-202606-4624","L202606-902-0396","D004","P016",31,50,1550,"4000.00","13.00","520.00","3480.00","5394000.00","CENTRO","Recibido","45 días crédito",NULL
397,"2026-01-27","OC-2026-0397","F-D008-202601-2920","L202601-206-0397","D007","P007",31,50,1550,"2800.00","5.00","140.00","2660.00","4123000.00","SUR","Recibido","15 días crédito","Entrega coordinada fuera de horario regular"
398,"2026-07-20","OC-2026-0398","F-D001-202607-9248","L202607-124-0398","D008","P006",30,50,1500,"3200.00","12.00","384.00","2816.00","4224000.00","VALLE","Recibido","30 días crédito",NULL
399,"2026-04-28","OC-2026-0399","F-D003-202604-5736","L202604-378-0399","D006","P019",42,20,840,"500.00","15.00","75.00","425.00","357000.00","CENTRO","Recibido","60 días crédito",NULL
400,"2026-02-16","OC-2026-0400","F-D003-202602-7419","L202602-619-0400","D002","P019",14,10,140,"500.00","10.00","50.00","450.00","63000.00","CENTRO","Recibido","15 días crédito",NULL
401,"2026-10-28","OC-2026-0401","F-D007-202610-3153","L202610-872-0401","D006","P007",5,20,100,"2800.00","13.00","364.00","2436.00","243600.00","SUR","Recibido","60 días crédito","Entrega coordinada fuera de horario regular"
402,"2026-12-02","OC-2026-0402","F-D005-202612-8875","L202612-897-0402","D006","P019",29,24,696,"500.00","13.00","65.00","435.00","302760.00","CENTRO","Pendiente","60 días crédito","Descuento por volumen"
403,"2026-10-05","OC-2026-0403","F-D006-202610-2277","L202610-979-0403","D008","P015",4,50,200,"1500.00","11.00","165.00","1335.00","267000.00","VALLE","Recibido","30 días crédito",NULL
404,"2026-05-09","OC-2026-0404","F-D001-202605-6100","L202605-718-0404","D008","P018",49,60,2940,"800.00","14.00","112.00","688.00","2022720.00","NORTE","Recibido","30 días crédito","Entrega coordinada fuera de horario regular"
405,"2026-07-18","OC-2026-0405","F-D001-202607-8055","L202607-176-0405","D003","P015",29,50,1450,"1500.00","6.00","90.00","1410.00","2044500.00","VALLE","Recibido","Contado contra entrega",NULL
406,"2026-06-21","OC-2026-0406","F-D002-202606-6681","L202606-736-0406","D001","P011",43,50,2150,"2100.00","10.00","210.00","1890.00","4063500.00","SUR","Recibido","30 días crédito",NULL
407,"2026-05-28","OC-2026-0407","F-D007-202605-9326","L202605-063-0407","D006","P005",53,50,2650,"1100.00","14.00","154.00","946.00","2506900.00","NORTE","Recibido","60 días crédito",NULL
408,"2026-07-16","OC-2026-0408","F-D003-202607-8059","L202607-637-0408","D008","P012",41,30,1230,"2200.00","10.00","220.00","1980.00","2435400.00","VALLE","Recibido","30 días crédito",NULL
409,"2026-11-06","OC-2026-0409","F-D008-202611-8866","L202611-113-0409","D002","P010",44,20,880,"2100.00","8.00","168.00","1932.00","1700160.00","VALLE","Recibido","15 días crédito",NULL
410,"2026-11-06","OC-2026-0410","F-D005-202611-5268","L202611-034-0410","D002","P003",15,30,450,"1200.00","9.00","108.00","1092.00","491400.00","CENTRO","Recibido","15 días crédito",NULL
411,"2026-09-10","OC-2026-0411","F-D002-202609-0783","L202609-327-0411","D005","P008",58,24,1392,"650.00","9.00","58.50","591.50","823368.00","NORTE","Recibido","30 días crédito",NULL
412,"2026-06-05","OC-2026-0412","F-D005-202606-9631","L202606-692-0412","D001","P006",60,30,1800,"3200.00","8.00","256.00","2944.00","5299200.00","VALLE","Recibido","30 días crédito",NULL
413,"2026-10-04","OC-2026-0413","F-D002-202610-4568","L202610-801-0413","D008","P003",29,20,580,"1200.00","10.00","120.00","1080.00","626400.00","SUR","Recibido","30 días crédito",NULL
414,"2026-07-12","OC-2026-0414","F-D006-202607-8067","L202607-662-0414","D003","P005",49,30,1470,"1100.00","5.00","55.00","1045.00","1536150.00","VALLE","Recibido","Contado contra entrega",NULL
415,"2026-06-27","OC-2026-0415","F-D002-202606-6262","L202606-154-0415","D005","P002",14,30,420,"1800.00","8.00","144.00","1656.00","695520.00","VALLE","Recibido","30 días crédito",NULL
416,"2026-03-16","OC-2026-0416","F-D001-202603-4973","L202603-826-0416","D007","P020",59,10,590,"650.00","6.00","39.00","611.00","360490.00","VALLE","Recibido","15 días crédito",NULL
417,"2026-10-18","OC-2026-0417","F-D004-202610-2548","L202610-306-0417","D007","P019",47,30,1410,"500.00","7.00","35.00","465.00","655650.00","VALLE","Recibido","15 días crédito",NULL
418,"2026-10-17","OC-2026-0418","F-D007-202610-6327","L202610-329-0418","D005","P008",23,20,460,"650.00","8.00","52.00","598.00","275080.00","VALLE","Recibido","30 días crédito",NULL
419,"2026-12-28","OC-2026-0419","F-D008-202612-0271","L202612-910-0419","D003","P006",15,30,450,"3200.00","8.00","256.00","2944.00","1324800.00","NORTE","Recibido","Contado contra entrega",NULL
420,"2026-09-03","OC-2026-0420","F-D002-202609-2610","L202609-963-0420","D004","P016",14,20,280,"4000.00","14.00","560.00","3440.00","963200.00","CENTRO","Recibido","45 días crédito",NULL
421,"2026-10-07","OC-2026-0421","F-D003-202610-2285","L202610-522-0421","D005","P011",17,20,340,"2100.00","8.00","168.00","1932.00","656880.00","CENTRO","Recibido","30 días crédito",NULL
422,"2026-02-09","OC-2026-0422","F-D001-202602-2770","L202602-089-0422","D007","P018",21,10,210,"800.00","10.00","80.00","720.00","151200.00","NORTE","Recibido","15 días crédito",NULL
423,"2026-09-14","OC-2026-0423","F-D005-202609-3724","L202609-505-0423","D008","P011",11,10,110,"2100.00","9.00","189.00","1911.00","210210.00","CENTRO","Recibido","30 días crédito",NULL
424,"2026-02-21","OC-2026-0424","F-D001-202602-8145","L202602-033-0424","D001","P015",53,10,530,"1500.00","10.00","150.00","1350.00","715500.00","CENTRO","Recibido","30 días crédito",NULL
425,"2026-08-02","OC-2026-0425","F-D006-202608-0402","L202608-153-0425","D002","P019",13,20,260,"500.00","10.00","50.00","450.00","117000.00","VALLE","Recibido","15 días crédito",NULL
426,"2026-06-21","OC-2026-0426","F-D006-202606-1250","L202606-247-0426","D001","P008",37,10,370,"650.00","11.00","71.50","578.50","214045.00","CENTRO","Recibido","30 días crédito",NULL
427,"2026-06-28","OC-2026-0427","F-D006-202606-8172","L202606-685-0427","D002","P016",44,20,880,"4000.00","6.00","240.00","3760.00","3308800.00","SUR","Recibido","15 días crédito","Entrega coordinada fuera de horario regular"
428,"2026-08-01","OC-2026-0428","F-D004-202608-4019","L202608-422-0428","D002","P011",37,10,370,"2100.00","7.00","147.00","1953.00","722610.00","VALLE","Recibido","15 días crédito",NULL
429,"2026-03-12","OC-2026-0429","F-D004-202603-0275","L202603-835-0429","D005","P019",51,24,1224,"500.00","10.00","50.00","450.00","550800.00","SUR","Pendiente","30 días crédito",NULL
430,"2026-08-14","OC-2026-0430","F-D005-202608-3546","L202608-313-0430","D006","P016",55,60,3300,"4000.00","13.00","520.00","3480.00","11484000.00","CENTRO","Recibido","60 días crédito",NULL
431,"2026-12-14","OC-2026-0431","F-D008-202612-7422","L202612-469-0431","D004","P018",29,20,580,"800.00","13.00","104.00","696.00","403680.00","VALLE","Recibido","45 días crédito",NULL
432,"2026-07-25","OC-2026-0432","F-D008-202607-7835","L202607-521-0432","D003","P013",55,24,1320,"2000.00","7.00","140.00","1860.00","2455200.00","NORTE","Recibido","Contado contra entrega","Descuento por volumen"
433,"2026-05-01","OC-2026-0433","F-D008-202605-8355","L202605-269-0433","D003","P004",45,10,450,"850.00","5.00","42.50","807.50","363375.00","VALLE","Recibido","Contado contra entrega",NULL
434,"2026-03-14","OC-2026-0434","F-D002-202603-6274","L202603-330-0434","D001","P020",21,10,210,"650.00","11.00","71.50","578.50","121485.00","CENTRO","Recibido","30 días crédito",NULL
435,"2026-04-07","OC-2026-0435","F-D006-202604-4765","L202604-699-0435","D005","P006",10,24,240,"3200.00","8.00","256.00","2944.00","706560.00","VALLE","Recibido","30 días crédito",NULL
436,"2026-06-06","OC-2026-0436","F-D007-202606-6962","L202606-719-0436","D003","P020",49,10,490,"650.00","8.00","52.00","598.00","293020.00","CENTRO","Recibido","Contado contra entrega",NULL
437,"2026-10-23","OC-2026-0437","F-D008-202610-6738","L202610-074-0437","D005","P010",8,60,480,"2100.00","11.00","231.00","1869.00","897120.00","VALLE","Recibido","30 días crédito",NULL
438,"2026-10-06","OC-2026-0438","F-D007-202610-9504","L202610-272-0438","D003","P009",20,24,480,"900.00","7.00","63.00","837.00","401760.00","SUR","Recibido","Contado contra entrega","Entrega coordinada fuera de horario regular"
439,"2026-01-12","OC-2026-0439","F-D003-202601-3664","L202601-412-0439","D006","P006",46,60,2760,"3200.00","16.00","512.00","2688.00","7418880.00","NORTE","Recibido","60 días crédito",NULL
440,"2026-05-15","OC-2026-0440","F-D007-202605-3428","L202605-874-0440","D007","P018",1,60,60,"800.00","10.00","80.00","720.00","43200.00","VALLE","Recibido","15 días crédito",NULL
441,"2026-05-18","OC-2026-0441","F-D003-202605-9242","L202605-642-0441","D001","P005",12,20,240,"1100.00","11.00","121.00","979.00","234960.00","VALLE","Recibido","30 días crédito",NULL
442,"2026-04-24","OC-2026-0442","F-D004-202604-5231","L202604-148-0442","D003","P017",5,20,100,"1800.00","6.00","108.00","1692.00","169200.00","CENTRO","Recibido","Contado contra entrega",NULL
443,"2026-10-14","OC-2026-0443","F-D007-202610-1265","L202610-816-0443","D008","P003",6,50,300,"1200.00","9.00","108.00","1092.00","327600.00","SUR","Recibido","30 días crédito",NULL
444,"2026-02-19","OC-2026-0444","F-D002-202602-7953","L202602-376-0444","D004","P010",53,24,1272,"2100.00","13.00","273.00","1827.00","2323944.00","SUR","Recibido","45 días crédito",NULL
445,"2026-01-25","OC-2026-0445","F-D004-202601-2292","L202601-145-0445","D007","P001",60,20,1200,"2500.00","6.00","150.00","2350.00","2820000.00","NORTE","Recibido","15 días crédito",NULL
446,"2026-02-24","OC-2026-0446","F-D004-202602-9171","L202602-198-0446","D005","P007",32,50,1600,"2800.00","11.00","308.00","2492.00","3987200.00","NORTE","Recibido","30 días crédito",NULL
447,"2026-01-24","OC-2026-0447","F-D006-202601-4575","L202601-299-0447","D005","P004",51,10,510,"850.00","8.00","68.00","782.00","398820.00","SUR","Recibido","30 días crédito",NULL
448,"2026-08-27","OC-2026-0448","F-D008-202608-3456","L202608-575-0448","D008","P012",34,24,816,"2200.00","10.00","220.00","1980.00","1615680.00","CENTRO","Recibido","30 días crédito",NULL
449,"2026-09-27","OC-2026-0449","F-D006-202609-5997","L202609-619-0449","D008","P011",57,60,3420,"2100.00","12.00","252.00","1848.00","6320160.00","SUR","Recibido","30 días crédito",NULL
450,"2026-04-26","OC-2026-0450","F-D003-202604-3615","L202604-492-0450","D002","P004",19,10,190,"850.00","10.00","85.00","765.00","145350.00","CENTRO","Recibido","15 días crédito",NULL
451,"2026-04-09","OC-2026-0451","F-D004-202604-3651","L202604-501-0451","D004","P006",20,24,480,"3200.00","15.00","480.00","2720.00","1305600.00","VALLE","Recibido","45 días crédito",NULL
452,"2026-09-14","OC-2026-0452","F-D005-202609-1901","L202609-899-0452","D003","P002",41,10,410,"1800.00","7.00","126.00","1674.00","686340.00","NORTE","Recibido","Contado contra entrega",NULL
453,"2026-04-03","OC-2026-0453","F-D008-202604-4258","L202604-538-0453","D007","P015",16,24,384,"1500.00","5.00","75.00","1425.00","547200.00","CENTRO","Recibido","15 días crédito",NULL
454,"2026-04-14","OC-2026-0454","F-D001-202604-5854","L202604-709-0454","D007","P001",46,24,1104,"2500.00","7.00","175.00","2325.00","2566800.00","SUR","Recibido","15 días crédito",NULL
455,"2026-08-03","OC-2026-0455","F-D004-202608-5856","L202608-426-0455","D006","P012",45,30,1350,"2200.00","17.00","374.00","1826.00","2465100.00","VALLE","Recibido","60 días crédito",NULL
456,"2026-11-13","OC-2026-0456","F-D008-202611-2275","L202611-880-0456","D001","P001",25,10,250,"2500.00","13.00","325.00","2175.00","543750.00","CENTRO","Recibido","30 días crédito",NULL
457,"2026-02-09","OC-2026-0457","F-D002-202602-3555","L202602-892-0457","D001","P008",51,50,2550,"650.00","13.00","84.50","565.50","1442025.00","CENTRO","Recibido","30 días crédito",NULL
458,"2026-11-18","OC-2026-0458","F-D008-202611-6876","L202611-452-0458","D007","P018",5,30,150,"800.00","9.00","72.00","728.00","109200.00","VALLE","Recibido","15 días crédito","Descuento por volumen"
459,"2026-11-27","OC-2026-0459","F-D002-202611-1357","L202611-191-0459","D006","P015",41,30,1230,"1500.00","13.00","195.00","1305.00","1605150.00","SUR","Recibido","60 días crédito",NULL
460,"2026-08-14","OC-2026-0460","F-D005-202608-8269","L202608-620-0460","D007","P014",41,60,2460,"2300.00","9.00","207.00","2093.00","5148780.00","CENTRO","Recibido","15 días crédito",NULL
461,"2026-08-02","OC-2026-0461","F-D006-202608-0519","L202608-594-0461","D004","P018",59,60,3540,"800.00","12.00","96.00","704.00","2492160.00","VALLE","Recibido","45 días crédito",NULL
462,"2026-10-21","OC-2026-0462","F-D003-202610-1335","L202610-283-0462","D006","P005",15,10,150,"1100.00","16.00","176.00","924.00","138600.00","CENTRO","Recibido","60 días crédito",NULL
463,"2026-04-18","OC-2026-0463","F-D004-202604-0451","L202604-413-0463","D007","P020",58,10,580,"650.00","8.00","52.00","598.00","346840.00","VALLE","Recibido","15 días crédito",NULL
464,"2026-06-20","OC-2026-0464","F-D008-202606-9500","L202606-759-0464","D001","P020",19,50,950,"650.00","11.00","71.50","578.50","549575.00","SUR","Recibido","30 días crédito",NULL
465,"2026-07-04","OC-2026-0465","F-D006-202607-8201","L202607-332-0465","D002","P009",57,30,1710,"900.00","7.00","63.00","837.00","1431270.00","SUR","Recibido","15 días crédito",NULL
466,"2026-09-11","OC-2026-0466","F-D004-202609-1314","L202609-832-0466","D002","P015",11,24,264,"1500.00","7.00","105.00","1395.00","368280.00","CENTRO","Recibido","15 días crédito",NULL
467,"2026-02-26","OC-2026-0467","F-D004-202602-2525","L202602-501-0467","D005","P004",21,30,630,"850.00","9.00","76.50","773.50","487305.00","NORTE","Recibido","30 días crédito",NULL
468,"2026-08-04","OC-2026-0468","F-D005-202608-7685","L202608-416-0468","D003","P017",54,20,1080,"1800.00","6.00","108.00","1692.00","1827360.00","CENTRO","Recibido","Contado contra entrega",NULL
469,"2026-12-06","OC-2026-0469","F-D008-202612-0160","L202612-957-0469","D006","P012",27,50,1350,"2200.00","13.00","286.00","1914.00","2583900.00","NORTE","Recibido","60 días crédito",NULL
470,"2026-11-02","OC-2026-0470","F-D002-202611-0474","L202611-068-0470","D001","P002",1,60,60,"1800.00","10.00","180.00","1620.00","97200.00","NORTE","Recibido","30 días crédito",NULL
471,"2026-04-28","OC-2026-0471","F-D004-202604-4561","L202604-835-0471","D001","P008",7,60,420,"650.00","8.00","52.00","598.00","251160.00","NORTE","Recibido","30 días crédito",NULL
472,"2026-07-18","OC-2026-0472","F-D003-202607-0814","L202607-286-0472","D004","P018",34,20,680,"800.00","12.00","96.00","704.00","478720.00","SUR","Recibido","45 días crédito",NULL
